Ukraine,2000,43183872
Ukraine,2001,44744406
Ukraine,2002,45577289
Ukraine,2003,45828260
Ukraine,2004,46511668
Ukraine,2005,46731403
Ukraine,2006,46819781
Ukraine,2007,48680749
Ukraine,2008,49641301
Ukraine,2009,50551455
Ukraine,2010,51078626
Ukraine,2011,52676405
Ukraine,2012,54666867
Ukraine,2013,54828803
Ukraine,2014,54958523
Ukraine,2015,56054859
Ukraine,2016,56404086
Ukraine,2017,57514637
Ukraine,2018,59152899
Ukraine,2019,60289358
USA,2000,327800689
USA,2001,333562951
USA,2002,335054211
USA,2003,333265152
USA,2004,331226387
USA,2005,342456954
USA,2006,349397858
USA,2007,357529589
USA,2008,371224082
USA,2009,380316533
USA,2010,384066553
USA,2011,391405830
USA,2012,394914818
USA,2013,401903557
USA,2014,413864058
USA,2015,429436135
USA,2016,432708193
USA,2017,442080538
USA,2018,443204118
USA,2019,449526650
China,2000,1474082295
China,2001,1487166699
China,2002,1525500998
China,2003,1554078158
China,2004,1571064576
China,2005,1618897952
China,2006,1665856365
China,2007,1695200296
China,2008,1745855391
China,2009,1754452819
China,2010,1809458573
China,2011,1856117477
China,2012,1895873707
China,2013,1892421531
China,2014,1928888793
China,2015,1963805373
China,2016,1974854284
China,2017,1976614747
China,2018,1989144904
China,2019,2065755652
India,2000,1367500865
India,2001,1414151301
India,2002,1422077451
India,2003,1440635901
India,2004,1442347952
India,2005,1467004328
India,2006,1468886748
India,2007,1525932035
India,2008,1562995974
India,2009,1613113738
India,2010,1641495372
India,2011,1684557581
India,2012,1706882967
India,2013,1746825984
India,2014,1778419929
India,2015,1812000386
India,2016,1866152188
India,2017,1924557198
India,2018,1937435933
India,2019,1940956807
Russia,2000,148847626
Russia,2001,149971965
Russia,2002,154541068
Russia,2003,156787621
Russia,2004,157332296
Russia,2005,158252096
Russia,2006,158451739
Russia,2007,160094013
Russia,2008,162991521
Russia,2009,163627657
Russia,2010,164683026
Russia,2011,167023875
Russia,2012,167003391
Russia,2013,172573571
Russia,2014,172604439
Russia,2015,177769356
Russia,2016,181859892
Russia,2017,187692608
Russia,2018,187916639
Russia,2019,190566287
Brazil,2000,218578042
Brazil,2001,222443076
Brazil,2002,225010660
Brazil,2003,233159088
Brazil,2004,240499615
Brazil,2005,244558119
Brazil,2006,252207243
Brazil,2007,251627243
Brazil,2008,258181557
Brazil,2009,262273029
Brazil,2010,263708185
Brazil,2011,268012669
Brazil,2012,271506642
Brazil,2013,279412371
Brazil,2014,282186710
Brazil,2015,285670610
Brazil,2016,293143322
Brazil,2017,298020456
Brazil,2018,306849267
Brazil,2019,311970632
Japan,2000,128762915
Japan,2001,133459352
Japan,2002,134166302
Japan,2003,137753269
Japan,2004,143099802
Japan,2005,144164920
Japan,2006,148657271
Japan,2007,149664329
Japan,2008,154069869
Japan,2009,156979230
Japan,2010,161682274
Japan,2011,163792977
Japan,2012,164054682
Japan,2013,166177555
Japan,2014,172209109
Japan,2015,178502870
Japan,2016,183251197
Japan,2017,184310976
Japan,2018,186091515
Japan,2019,189810825
Germany,2000,86417963
Germany,2001,88745752
Germany,2002,92221588
Germany,2003,93732099
Germany,2004,96562337
Germany,2005,100540439
Germany,2006,100736280
Germany,2007,103661030
Germany,2008,104843467
Germany,2009,107914767
Germany,2010,110610224
Germany,2011,112530648
Germany,2012,114378454
Germany,2013,114566983
Germany,2014,115927007
Germany,2015,117867724
Germany,2016,118950032
Germany,2017,119983040
Germany,2018,122012320
Germany,2019,125907078
France,2000,68825147
France,2001,70545601
France,2002,71921097
France,2003,74856843
France,2004,76187887
France,2005,76008136
France,2006,76596070
France,2007,77322923
France,2008,77240976
France,2009,79139443
France,2010,82016068
France,2011,84211562
France,2012,86680357
France,2013,88158954
France,2014,91417527
France,2015,92166286
France,2016,95192858
France,2017,97763764
France,2018,99117851
France,2019,102172697
Italy,2000,60488111
Italy,2001,60216525
Italy,2002,62293460
Italy,2003,62996937
Italy,2004,62765032
Italy,2005,65211724
Italy,2006,67451538
Italy,2007,68588632
Italy,2008,70796147
Italy,2009,70850319
Italy,2010,73209139
Italy,2011,73325487
Italy,2012,73359619
Italy,2013,74241509
Italy,2014,75539376
Italy,2015,77264488
Italy,2016,80279327
Italy,2017,82513032
Italy,2018,81919736
Italy,2019,83850680
